Movie ID,Original Title,Overview,Poster Path
5942,The Hot Chick,"Not only is Jessica Spencer the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive, a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom.",/lnnGE4TKa05t20SZ2batuAhXCp4.jpg
5943,Maid in Manhattan,"Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",/a0xOVDKEWW1nyArKFS3Fg1b4PsE.jpg
5944,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",/cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg
5945,About Schmidt,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.",/tstvsrJHY57hc951lb190alXRQm.jpg
5947,Evelyn,"Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment, and the fact that there is no woman in the house to care for the children—Evelyn, Dermot and Maurice—make it clear to the authorities this is an untenable situation. The Catholic Church and the Irish courts decide to put the Doyle children into Church-run orphanages.",/oPKfLo7WTsikrBiauEwYRi6qibT.jpg
5949,Intacto,An enigmatic tale of four people whose lives are intertwined by destiny are subject to the laws of fate. They discover that luck is something they cannot afford to be without as they gamble with the highest stakes possible in a deadly game from which only one of them will emerge intact.,/7mU6bhGaDLtpO4Tuf7qii0HnQF6.jpg
5951,Morvern Callar,"After her boyfriend commits suicide, a young woman attempts to use the unpublished manuscript of a novel and a sum of money he left behind to reinvent her life.",/qcX86XKhPH4Q02OcKv4cnbrmFOn.jpg
5952,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg
5953,鬼子来了,"During the Japanese occupation of China, two prisoners are dumped in a peasant's home in a small town. The owner is bullied into keeping the prisoners until the next New Year, at which time they will be collected. The village leaders convene to interrogate the prisoners. The townspeople then struggle to accommodate the prisoners. One is a bellicose Japanese nationalist, the other a nervous translator. Will the townspeople manage to keep the prisoners until the New Year?",/zpbyUenBJGhyA6RKa5RcQWGKOYb.jpg
5954,25th Hour,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",/uW7tTRElr2tRhmAVESzvHy4ByXg.jpg
5955,Antwone Fisher,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",/j9lCK1aFXqMO3hzhGiqCNU8coIX.jpg
5956,Gangs of New York,"In 1863, Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",/lemqKtcCuAano5aqrzxYiKC8kkn.jpg
5957,Two Weeks Notice,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",/r18hSGAcxWiUysbX6nFShIZyjjP.jpg
5959,Narc,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.",/uGHFyVdMQKvIXlsLAoXa5nOUGF.jpg
5961,Blue Steel,"Megan Turner, a rookie NYC cop, foils an armed robbery on her first day and then engages in a cat-and-mouse game with one of the witnesses who becomes obsessed with her.",/mPUrodB3k8NYcvr4WPwtjSe1Mv9.jpg
5962,Body of Evidence,"When an elderly millionaire is found dead with cocaine in his system, his will leaves $8 million to Rebecca Carlson, who was having an affair with him. District attorney Robert Garrett decides to prosecute Rebecca, arguing that she deliberately engaged in wild sex with the old man to overexcite him and lead to his premature death. Defense attorney Frank Dulaney defends Rebecca in court while getting sucked into a dangerous affair with her.",/rGDfwZHRMpY5R0ZkmaiHHvpYQKB.jpg
5963,The Children's Hour,A private school for young girls is scandalized when one spiteful student accuses the two young women who run the school of being in a relationship.,/goyEWixvULM2IRN4KsKibyrJE4J.jpg
5965,The Duellists,"In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe.",/s9sPhcfD4LtrIGwix11bKtl9VLR.jpg
5968,Miami Blues,"After Junior is released from prison, he plans on starting a new life in Miami. But when he kills a man in the airport, he flees the scene and finds Susie, a mild-mannered prostitute searching for stability. The two opposites become romantically involved, and Junior steals a badge and gun from a veteran detective. Using the officer's identity, Junior embarks on a crime spree and convinces Susie that he is the perfect man.",/eOqOf2qG0sjsfhFdYp6SbZuorSF.jpg
5969,My Girl 2,"Vada Sultenfuss has a holiday coming up, and an assignment: to do and essay on someone she admires and has never met. She decides she wants to do an assignment on her mother, but quickly realises she knows very little about her. She manages to get her father to agree to let her go to LA to stay with her Uncle Phil and do some research on her mother.",/hEZ6L72eBORRnoUxf4pip5U76pq.jpg
5970,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",/qyJJNHteA7BUwQSey05t7qP4vRV.jpg
5971,となりのトトロ,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",/rtGDOeG9LzoerkDGZF9dnVeLppL.jpg
5974,The Thief of Bagdad,"When Prince Ahmad is blinded and cast out of Bagdad by the nefarious Jaffar, he joins forces with the scrappy thief Abu to win back his royal place, as well as the heart of a beautiful princess.",/8Fs29JYTOkDluTXgbvLRIaps6PO.jpg
5975,War and Peace,Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,/cr8TX9EnAsj9VmB42nBO0SztTv5.jpg
5979,Attack of the Crab Monsters,"A group of scientists travel to a remote island to study the effects of nuclear weapons tests, only to get stranded when their airplane mysteriously explodes. The team soon discovers that the tests have given rise to crabs mutated into intelligent, impervious, telepathic giants intent on increasing their numbers by breeding, then travelling to populated areas to feed, and which do not intend to be stopped by their discoverers.",/pDaJt3Jv41mOvND7HaDnmiGsD5V.jpg
5980,Black Christmas,"As the residents of sorority house Pi Kappa Sigma prepare for the festive season, a stranger begins a series of obscene phone calls with dubious intentions...",/qqO98sdPgptFgCua3Z4uZDuPcmP.jpg
5984,Histoire d'O,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion...",/u0BtQiJV0Rop2noARbzeaL58a8Y.jpg
5986,Fat City,"Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.",/7ag7BOMnAuDKwNyI0wc8jTeimRb.jpg
5988,Quicksilver,"Jack Casey used to be a hot-shot stock market whiz kid. After a disastrous professional decision, his life in the fast lane is over. He loses his nerve and joins a speed delivery firm which relies on bicycles to avoid traffic jams of San Francisco, is attracted to a fellow bicycler, Terri, and befriends Hector, a budding entrepreneur. Can Jack regain his nerve and his self-respect, and rebuild his life on a more sound basis?",/9E5eUvyIJoygfmKX36EmoRvOMGg.jpg
5989,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg
5990,Pinocchio,Roberto Benigni adapts the classic children's tale by Carlo Collodi for the big-budget family-oriented comedy Pinocchio.,/fpxjfoxeYR7Ce6APPiNBTOERjBb.jpg
5991,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,/v1Sg3GuHDz9uhrKqYozOeCMLSpj.jpg
